year,month,searches,search string,search string cleaned,active tab,signed in,on campus,results
2016,2,15,english reformation,english reformation,default_tab,1,8,303304
2016,2,15,european union turkey,european union turkey,default_tab,2,15,7670133333
2016,2,15,folkemuse* / friluftsmuse*,folkemuse friluftsmuse,library_catalogue,13,15,3773333333
2016,2,15,skreddersydde samtaler,skreddersydde samtaler,default_tab,4,14,3066666667
2016,2,15,habermas,habermas,default_tab,2,5,9430
2016,2,15,handbook in hull insurance,handbook in hull insurance,default_tab,1,12,2260133333
2016,2,15,icd-10,icd 10,default_tab,1,11,1446493333
2016,2,15,læreren med forskerblikk,læreren med forskerblikk,default_tab,0,5,8
2016,2,15,industrial revolution britain,industrial revolution britain,default_tab,0,8,6554133333
2016,2,15,the economist,the economist,default_tab,5,12,3153053333
2016,2,15,tidsskrift for rettsvitenskap,tidsskrift for rettsvitenskap,default_tab,2,14,1782333333
2016,2,15,k og måter å forstå drap på,k og måter å forstå drap på,default_tab,0,7,58
2016,2,15,"kjelstadli, knut (: fortida er ikke hva den engang var,",kjelstadli knut : fortida er ikke hva den engang var,default_tab,0,0,0
2016,2,15,klassekampen,klassekampen,default_tab,5,10,3352666667
2016,2,15,tingsrett,tingsrett,default_tab,8,7,538
2016,2,15,konfliktanalyse,konfliktanalyse,default_tab,3,2,20
2016,2,15,kuner transborder,kuner transborder,default_tab,0,15,708
2016,2,15,samfunnsvitenskapelige metoder,samfunnsvitenskapelige metoder,default_tab,7,13,2297333333
2016,2,15,kvantitativ metode,kvantitativ metode,default_tab,2,10,1186333333
2016,2,15,likeverdig og tilpasset opplæring i en skole for alle,likeverdig og tilpasset opplæring i en skole for alle,default_tab,1,10,274
2016,2,15,marine and petroleum geology,marine and petroleum geology,default_tab,0,15,9191133333
2016,2,15,samfunnsvitenskapelig metode,samfunnsvitenskapelig metode,default_tab,1,14,5537333333
2016,2,15,aeneiden,aeneiden,default_tab,0,4,25
2016,2,15,qualitative research,qualitative research,default_tab,2,11,5213331818
2016,2,15,migration,migration,default_tab,1,14,5658623571
2016,2,15,motivation gifted,motivation gifted,default_tab,0,8,1585266667
2016,2,15,lærebok i barnepsykiatri,lærebok i barnepsykiatri,default_tab,1,12,9266666667
2016,2,15,organization theory,organization theory,default_tab,8,12,1104813333
2016,2,15,regesta norvegica 2,regesta norvegica 2,default_tab,0,0,4
2016,2,15,resiliens,resiliens,default_tab,4,14,3492
2016,2,15,rhei radix,rhei radix,default_tab,3,14,6596666667
2016,2,15,social psychology of absenteeism,social psychology of absenteeism,default_tab,0,0,1130
2016,2,15,statistical methods for the social sciences,statistical methods for the social sciences,default_tab,5,11,3894306667
2016,2,15,utdanningens vidunderlige risiko,utdanningens vidunderlige risiko,default_tab,1,12,2133333333
2016,2,15,straffeloven kommentarutgave,straffeloven kommentarutgave,default_tab,0,12,17
2016,2,15,sunnanäng,sunnanäng,default_tab,8,1,88
2016,2,15,syria,syria,default_tab,0,12,372906
2016,2,15,terror in the land of the holy spirit,terror in the land of the holy spirit,default_tab,0,8,5553333333
2016,2,15,the cambridge companion to modern japanese culture,the cambridge companion to modern japanese culture,default_tab,0,9,1276
2016,2,15,the twilight of constitutionalism,the twilight of constitutionalism,default_tab,3,11,130
2016,2,15,the wage penalty for motherhood,the wage penalty for motherhood,default_tab,0,14,5820666667
2016,2,15,using multivariate statistics,using multivariate statistics,default_tab,3,15,3661273333
2016,2,14,0419-4209,0419 4209,default_tab,2,14,27
2016,2,14,9.90E+22,9.90315E+17,default_tab,14,14,
2016,2,14,a history of europe in the modern world,a history of europe in the modern world,default_tab,3,9,6482357143
2016,2,14,a theory of justice,a theory of justice,default_tab,6,12,7870042857
2016,2,14,"agirdag, phalet",agirdag phalet,default_tab,0,13,2285714286
2016,2,14,aksel tjora,aksel tjora,default_tab,1,11,1582857143
2016,2,14,aristoteles lykke,aristoteles lykke,default_tab,1,9,9464285714
2016,2,14,barndommen varer i generasjoner,barndommen varer i generasjoner,default_tab,5,7,2392857143
2016,2,14,brain,brain,default_tab,0,11,1451019929
2016,2,14,camfranglais,camfranglais,default_tab,9,14,23
2016,2,14,canonic texts in media research,canonic texts in media research,default_tab,3,13,7357142857
2016,2,14,cistercian studies quarterly,cistercian studies quarterly,default_tab,2,14,6557142857
2016,2,14,corpus linguistics,corpus linguistics,default_tab,13,14,2298485714
2016,2,14,"""culture industry"" and adorno",culture industry and adorno,default_tab,2,11,21545
2016,2,14,data protection pursuant to the right to privacy in human rights treaties,data protection pursuant to the right to privacy in human rights treaties,default_tab,1,9,1621428571
2016,2,14,david hume,david hume,default_tab,2,10,58239
2016,2,14,det nyliberale janusansikt,det nyliberale janusansikt,default_tab,1,9,2
2016,2,14,dewey,dewey,default_tab,0,4,1775109286
2016,2,14,krimmigrasjon,krimmigrasjon,default_tab,5,8,17
2016,2,14,dokumentanalyse,dokumentanalyse,default_tab,1,6,4740833333
2016,2,14,economic sanctions,economic sanctions,default_tab,1,14,1685678571
2016,2,14,erik røsæg,erik røsæg,default_tab,0,4,5985714286
2016,2,14,foucault overvåkning straff,foucault overvåkning straff,default_tab,1,5,4592857143
2016,2,14,global political economy,global political economy,default_tab,4,8,5077057143
2016,2,14,"""graphic novels""",graphic novels,default_tab,10,14,31855
2016,2,14,herbert spencer,herbert spencer,default_tab,11,5,9464928571
2016,2,14,utviklingspsykologi,utviklingspsykologi,default_tab,2,6,1713923077
2016,2,14,identitet,identitet,default_tab,0,11,1395014286
2016,2,14,samtiden,samtiden,default_tab,4,10,2654142857
2016,2,14,islam,islam,default_tab,0,12,118085
2016,2,14,joseph weiler,joseph weiler,default_tab,0,8,6399571429
2016,2,14,kjølbro,kjølbro,default_tab,7,5,5
2016,2,14,klaus hagerup,klaus hagerup,library_catalogue,5,3,2278571429
2016,2,14,klingemann,klingemann,default_tab,0,9,4928571429
2016,2,14,"kristeva, julia",kristeva julia,default_tab,1,7,5407142857
2016,2,14,kulturens betydning for oppdragelse og atferdsproblemer,kulturens betydning for oppdragelse og atferdsproblemer,default_tab,3,12,10
2016,2,14,kunnskapsledelse,kunnskapsledelse,default_tab,2,13,2395
2016,2,14,rettskildelære under debatt,rettskildelære under debatt,default_tab,5,6,6
2016,2,14,"kvernbekk, tone",kvernbekk tone,default_tab,2,14,3307142857
2016,2,14,lyrikkens liv,lyrikkens liv,default_tab,0,11,24
2016,2,14,motivation,motivation,default_tab,0,1,2105536429
2016,2,14,musikkanalyse,musikkanalyse,default_tab,0,2,1832142857
2016,2,14,barns språk,barns språk,default_tab,5,4,3782142857
2016,2,14,neurosurgery,neurosurgery,default_tab,0,8,7782864286
2016,2,14,nitrogen oxide and health implications,nitrogen oxide and health implications,default_tab,0,0,171
2016,2,14,forskningsmetode,forskningsmetode,default_tab,8,4,1368
2016,2,14,restoration 1660,restoration 1660,default_tab,3,12,5924
2016,2,14,samfunnsøkonomen,samfunnsøkonomen,default_tab,2,7,476
2016,2,14,internasjonal privatrett,internasjonal privatrett,default_tab,0,13,7829285714
2016,2,14,krisepedagogikk,krisepedagogikk,default_tab,2,8,2721428571
2016,2,14,the economics of health and health care,the economics of health and health care,default_tab,3,9,1359771429
2016,2,14,klinisk dermatologi og venerologi,klinisk dermatologi og venerologi,default_tab,3,10,21
2016,2,14,the power of history,the power of history,default_tab,14,14,3591490714
2016,2,14,the skilled helper,the skilled helper,default_tab,2,10,1143785714
2016,2,14,platon,platon,default_tab,7,2,4564571429
2016,2,14,embase,embase,default_tab,0,8,6443921429
2016,2,14,kan læring planlegges,kan læring planlegges,default_tab,4,10,26
2016,2,14,veileder i trygdemedisin,veileder i trygdemedisin,default_tab,3,14,12
2016,2,14,eøs-rett,eøs rett,default_tab,2,6,1555714286
2016,2,14,psykologi,psykologi,default_tab,4,4,2057215385
2016,2,14,velferdsrett,velferdsrett,default_tab,5,7,1377142857
2016,2,14,menneskerettigheter,menneskerettigheter,default_tab,2,5,8515538462
2016,2,13,ada nissen,ada nissen,default_tab,1,9,1853230769
2016,2,13,adorno,adorno,default_tab,1,4,5490538462
2016,2,13,atferdsproblemer blant barn og unge,atferdsproblemer blant barn og unge,default_tab,6,10,86
2016,2,13,big screen rome,big screen rome,default_tab,2,11,6553846154
2016,2,13,biology a global approach,biology a global approach,default_tab,5,1,1069092308
2016,2,13,"""brent d. shaw""",brent d shaw,default_tab,3,3,2984615385
2016,2,13,dag michalsen,dag michalsen,default_tab,2,7,2979230769
2016,2,13,dalland,dalland,default_tab,0,7,9469230769
2016,2,13,flervariabel analyse,flervariabel analyse,default_tab,8,9,5
2016,2,13,fossum menendez,fossum menendez,default_tab,0,13,131
2016,2,13,fredrik barth,fredrik barth,default_tab,1,8,3733692308
2016,2,13,globalization and crime,globalization and crime,default_tab,4,8,1559615385
2016,2,13,"goodwin-gill, guy",goodwin gill guy,default_tab,5,8,9446153846
2016,2,13,tilpasset opplæring,tilpasset opplæring,default_tab,1,13,1546076923
2016,2,13,illustrert farmakologi,illustrert farmakologi,default_tab,5,7,11
2016,2,13,jo hov,jo hov,default_tab,10,12,1174461538
2016,2,13,john reed,john reed,default_tab,9,10,2736852308
2016,2,13,joseph weiler the constitution of europe,joseph weiler the constitution of europe,default_tab,2,10,1098076923
2016,2,13,kristendommen. en historisk innføring rasmussen,kristendommen en historisk innføring rasmussen,default_tab,2,1,19
2016,2,13,legemiddelanalyse,legemiddelanalyse,default_tab,0,13,98
2016,2,13,"linn, m. c.",linn m c,default_tab,3,3,9907692308
2016,2,13,low achievement and teachers,low achievement and teachers,default_tab,0,13,5165
2016,2,13,skatterett,skatterett,default_tab,5,10,2241666667
2016,2,13,maal og minne,maal og minne,default_tab,3,6,4693076923
2016,2,13,goffman,goffman,default_tab,6,6,4893138462
2016,2,13,essential cell biology,essential cell biology,default_tab,3,11,6897669231
2016,2,13,minamata,minamata,default_tab,11,13,1201153846
2016,2,13,nevrologi,nevrologi,default_tab,2,12,7006153846
2016,2,13,ungdom på ville veier,ungdom på ville veier,default_tab,3,7,3484615385
2016,2,13,norman invasion,norman invasion,default_tab,2,8,3939984615
2016,2,13,ugeskrift for læger,ugeskrift for læger,default_tab,0,5,1330230769
2016,2,13,tekstanalyse,tekstanalyse,default_tab,1,9,1455166667
2016,2,13,octavia butler,octavia butler,default_tab,11,12,2649769231
2016,2,13,opplæringsteori og læreplanforståelse,opplæringsteori og læreplanforståelse,default_tab,3,9,8
2016,2,13,comparative politics,comparative politics,default_tab,5,7,1039413077
2016,2,13,politirett,politirett,default_tab,1,7,289
2016,2,13,psychology,psychology,default_tab,4,8,2589670308
2016,2,13,reklame,reklame,default_tab,8,9,1440384615
2016,2,13,resilience and maltreatment,resilience and maltreatment,default_tab,0,13,1005
2016,2,13,shakespeare,shakespeare,default_tab,2,9,8030646154
2016,2,13,riddles of existence,riddles of existence,default_tab,0,10,3184615385
2016,2,13,sansenes sosiologi,sansenes sosiologi,default_tab,3,13,8
2016,2,13,"selvoppfatning, motivasjon og læringsmiljø",selvoppfatning motivasjon og læringsmiljø,default_tab,4,8,13
2016,2,13,kritisk juss,kritisk juss,default_tab,3,12,2922307692
2016,2,13,norton anthology,norton anthology,default_tab,0,7,2074238462
2016,2,13,ungdom / alkohol / sosial klasse,ungdom alkohol sosial klasse,default_tab,7,13,1438461538
2016,2,13,motivasjon og selvforståelse,motivasjon og selvforståelse,default_tab,7,7,25
2016,2,13,the international law of the sea,the international law of the sea,default_tab,5,11,20970
2016,2,13,the kingdom of god,the kingdom of god,default_tab,0,13,3525738462
2016,2,13,tidsskrift for strafferett,tidsskrift for strafferett,default_tab,1,5,4766923077
2016,2,13,tone kvernbekk,tone kvernbekk,default_tab,6,13,1053076923
2016,2,13,trigonella foenum-graecum l,trigonella foenum graecum l,default_tab,0,13,821
2016,2,13,universal minority rights,universal minority rights,default_tab,0,10,9820769231
2016,2,13,walter benjamin kunstverket i reproduksjonsalderen,walter benjamin kunstverket i reproduksjonsalderen,default_tab,2,13,19
2016,2,13,øystein sørensen,øystein sørensen,default_tab,0,9,2983846154
2016,2,13,the lancet,the lancet,default_tab,0,13,5423241667
2016,2,12,american journal of psychiatry,american journal of psychiatry,default_tab,3,11,109794
2016,2,12,brauron,brauron,default_tab,4,12,48
2016,2,12,broken britain,broken britain,default_tab,1,6,2934416667
2016,2,12,epilepsi,epilepsi,default_tab,0,11,8385
2016,2,12,fornye lån,fornye lån,default_tab,0,3,1891666667
2016,2,12,geir lundestad,geir lundestad,default_tab,0,3,4838333333
2016,2,12,gender in norway,gender in norway,default_tab,0,12,9074
2016,2,12,hijab,hijab,default_tab,2,12,15085
2016,2,12,historical atlas,historical atlas,default_tab,3,10,1656016667
2016,2,12,høyreekstremisme,høyreekstremisme,default_tab,4,7,2291818182
2016,2,12,innføring i norsk grammatikk,innføring i norsk grammatikk,default_tab,0,7,49
2016,2,12,international criminal law,international criminal law,default_tab,1,7,4219083333
2016,2,12,introduksjon til,introduksjon til,default_tab,0,12,1517
2016,2,12,judicial behavior under political constraints: evidence from the european court of justice,judicial behavior under political constraints: evidence from the european court of justice,default_tab,0,8,2
2016,2,12,konfliktanalyse blandhol,konfliktanalyse blandhol,default_tab,9,8,1
2016,2,12,lancet infectious diseases,lancet infectious diseases,default_tab,0,12,8064666667
2016,2,12,lida hola,lida hola,default_tab,1,11,4941666667
2016,2,12,"lipset, seymour m. (1959) some social requisites of democracy: economic development and political legitimacy, american political science review",lipset seymour m 1959 some social requisites of democracy: economic development and political legitimacy american political science review,default_tab,6,11,570
2016,2,12,machine learning,machine learning,default_tab,1,4,3165578333
2016,2,12,matningsdal,matningsdal,default_tab,1,10,54
2016,2,12,mediatization,mediatization,default_tab,2,9,8215
2016,2,12,modern feminism,modern feminism,default_tab,12,12,9952
2016,2,12,new england journal of medicine,new england journal of medicine,default_tab,1,12,5773416667
2016,2,12,nou,nou,default_tab,2,8,1030008333
2016,2,12,politirollen makt skytevåpen,politirollen makt skytevåpen,default_tab,0,0,3
2016,2,12,retorikk,retorikk,default_tab,0,4,2516181818
2016,2,12,alminnelig strafferett,alminnelig strafferett,default_tab,5,10,88
2016,2,12,saba mahmood,saba mahmood,default_tab,3,10,141675
2016,2,12,norsk innvandringshistorie,norsk innvandringshistorie,default_tab,2,11,89
2016,2,12,self-regulation in cyberspace,self regulation in cyberspace,default_tab,7,11,1128333333
2016,2,12,social media identity,social media identity,default_tab,6,4,1910983333
2016,2,12,social media marketing,social media marketing,default_tab,0,12,2587725
2016,2,12,syn og segn,syn og segn,default_tab,5,9,6853333333
2016,2,12,kvale,kvale,default_tab,3,9,1400925
2016,2,12,tidsskrift for den norske legeforening,tidsskrift for den norske legeforening,default_tab,5,10,1695083333
2016,2,12,viking,viking,default_tab,1,11,1271333333
2016,2,12,wachter r.: understanding patient safety. new york: mcgraw hill 2012,wachter r: understanding patient safety new york: mcgraw hill 2012,default_tab,7,0,50
2016,2,12,malterud,malterud,default_tab,0,11,3279583333
2016,2,12,"""world englishes"" and handbook",world englishes and handbook,default_tab,9,12,1698333333
2016,2,12,retssociologi – klassiske og moderne perspektiver,retssociologi – klassiske og moderne perspektiver,default_tab,6,3,3
2016,3,154,pubmed,pubmed,default_tab,2,137,1742748666
2016,3,139,9.99E+22,9.98904E+17,default_tab,9,55,14
2016,3,106,atekst,atekst,default_tab,3,93,195
2016,3,103,direktekrav,direktekrav,default_tab,0,102,23
2016,3,83,det kvalitative forskningsintervju,det kvalitative forskningsintervju,default_tab,15,51,4973975904
2016,3,83,direkte krav,direkte krav,default_tab,0,83,4554096386
2016,3,73,"""direkte krav""",direkte krav,default_tab,0,73,1109589041
2016,3,73,matematikk,matematikk,default_tab,2,4,1393542029
2016,3,72,cessio legis,cessio legis,default_tab,0,71,2264166667
2016,3,70,caries research,caries research,default_tab,44,70,1255181429
2016,3,69,malamed anesthesia,malamed anesthesia,default_tab,7,69,1943768116
2016,3,64,exphil,exphil,default_tab,8,38,3521875
2016,3,50,duo,duo,default_tab,3,25,5666326
2016,3,48,grunnleggende matematikk,grunnleggende matematikk,default_tab,0,0,137
2016,3,46,"""direkte krav"" or direktekrav*",direkte krav or direktekrav,default_tab,0,45,317826087
2016,3,45,morgenbladet,morgenbladet,default_tab,9,40,4148
2016,3,44,james carey,james carey,library_catalogue,17,36,5652272727
2016,3,44,tilpasset opplæring,tilpasset opplæring,default_tab,8,26,1514318182
2016,3,44,mat og medisin,mat og medisin,default_tab,13,31,5027272727
2016,3,43,lancet,lancet,default_tab,3,39,2100406977
2016,3,43,adhd,adhd,default_tab,22,27,4440097674
2016,3,43,the cretacious extinction / effect on evolution,the cretacious extinction effect on evolution,default_tab,0,16,8488372093
2016,3,43,rang dale,rang dale,default_tab,21,43,1446046512
2016,3,42,kvalitativ metode,kvalitativ metode,default_tab,9,25,6793595238
2016,3,41,nature,nature,default_tab,4,35,1416255537
2016,3,41,selskapsrett,selskapsrett,default_tab,13,18,1123682927
2016,3,41,post npm,post npm,default_tab,0,11,5748780488
2016,3,39,springende regress,springende regress,default_tab,0,39,27
2016,3,38,systematikk og innlevelse,systematikk og innlevelse,default_tab,15,28,8018421053
2016,3,38,bandura,bandura,default_tab,5,25,1770318421
2016,3,36,medical genetics,medical genetics,default_tab,12,21,8942083056
2016,3,36,krimmigrasjon,krimmigrasjon,default_tab,4,18,17
2016,3,36,bevisavskjæring,bevisavskjæring,default_tab,0,0,3122222222
2016,3,36,sosial kompetanse,sosial kompetanse,default_tab,6,34,9935428571
2016,3,36,nir,nir,default_tab,7,34,5181683333
2016,3,35,92422497,92422497,alle_bibliotek,1,23,1
2016,3,34,spesialpedagogikk,spesialpedagogikk,default_tab,6,26,53481875
2016,3,34,neurology,neurology,default_tab,2,29,4561387647
2016,3,34,subrogasjon,subrogasjon,default_tab,0,34,9
2016,3,34,ugeskrift for læger,ugeskrift for læger,default_tab,1,34,1747970588
2016,3,33,10263453x,10263453x,alle_bibliotek,3,12,1
2016,3,33,yakuza,yakuza,default_tab,0,29,2571212121
2016,3,32,science,science,default_tab,2,29,2115377363
2016,3,32,lov og rett,lov og rett,default_tab,2,27,24925
2016,3,32,foreldre og fagfolk,foreldre og fagfolk,default_tab,10,24,99625
2016,3,32,tilpasset opplæring intensjoner og skoleutvikling,tilpasset opplæring intensjoner og skoleutvikling,default_tab,4,21,9
2016,3,31,allmennmedisin,allmennmedisin,default_tab,5,26,3507
2016,3,31,introduksjon til samfunnsvitenskapelig metode,introduksjon til samfunnsvitenskapelig metode,default_tab,8,19,21
2016,3,31,130660116,130660116,default_tab,0,14,1
2016,3,30,bourdieu,bourdieu,default_tab,6,16,114957
2016,3,30,pengekravsrett,pengekravsrett,default_tab,17,12,503
2016,3,30,norman conquest,norman conquest,default_tab,4,14,3911306667
2016,3,29,ordnett,ordnett,default_tab,1,23,1006896552
2016,3,29,blodsykdommer,blodsykdommer,default_tab,7,18,1090344828
2016,3,29,det annet kjønn,det annet kjønn,default_tab,10,21,1006965517
2016,3,29,gold plating technology,gold plating technology,default_tab,0,0,5886206897
2016,3,28,"baumgartner, frank and beth leech (1998): basic interests: the importance of groups and in politics and political science, ch. 1-4. 82 p",baumgartner frank and beth leech 1998: basic interests: the importance of groups and in politics and political science ch 1 4 82 p,default_tab,5,25,1935714286
2016,3,28,"""raymond williams"" / ""culture and society""",raymond williams culture and society,default_tab,0,20,455
2016,3,28,lærebok i psykiatri,lærebok i psykiatri,default_tab,5,15,5864285714
2016,3,28,jama,jama,default_tab,4,25,8436428571
2016,3,28,scopus,scopus,default_tab,0,23,2999155343
2016,3,27,jussens venner,jussens venner,default_tab,4,14,651037037
2016,3,27,historisk tidsskrift,historisk tidsskrift,default_tab,0,22,4941296296
2016,3,27,biblia 1647,biblia 1647,default_tab,0,26,3122222222
2016,3,27,international commercial contracts,international commercial contracts,default_tab,4,22,6103222222
2016,3,27,strafferett,strafferett,default_tab,6,17,2980925926
2016,3,26,rettskildelære,rettskildelære,default_tab,6,21,2634230769
2016,3,26,chromatography,chromatography,default_tab,0,14,7562521538
2016,3,26,james carey,james carey,default_tab,17,21,1201742308
2016,3,26,raymond williams / culture and society,raymond williams culture and society,default_tab,9,21,3244769231
2016,3,26,masteroppgaver,masteroppgaver,default_tab,0,5,141654
2016,3,26,"jaworski a., coupland n., the discourse reader, routledge, london 1999.",jaworski a coupland n the discourse reader routledge london 1999,default_tab,0,3,2663846154
2016,3,26,fridtjof nansen,fridtjof nansen,default_tab,0,26,3563615385
2016,3,26,jane eyre,jane eyre,default_tab,3,14,1174907692
2016,3,25,food,food,default_tab,0,14,15608304
2016,3,25,assessing dynamics of democratisation,assessing dynamics of democratisation,default_tab,0,16,134
2016,3,25,quaderni di semantica,quaderni di semantica,default_tab,0,9,37964
2016,3,24,biochemistry a short course,biochemistry a short course,default_tab,0,0,5756666667
2016,3,23,forvaltningsrett,forvaltningsrett,default_tab,3,16,1539347826
2016,3,23,tidsskrift for rettsvitenskap,tidsskrift for rettsvitenskap,default_tab,11,15,167226087
2016,3,23,principles of comparative politics,principles of comparative politics,default_tab,13,4,1011826087
2016,3,23,kultur for tilpasset opplæring,kultur for tilpasset opplæring,default_tab,6,16,47
2016,3,23,research in medical and biological sciences,research in medical and biological sciences,default_tab,1,12,3332400435
2016,3,23,vildanden,vildanden,default_tab,5,22,2000869565
2016,3,23,writing for scholars. a practical guide to making sense and being heard,writing for scholars a practical guide to making sense and being heard,default_tab,7,23,18
2016,3,22,menneskets fysiologi,menneskets fysiologi,default_tab,6,16,1192727273
2016,3,22,aftenposten,aftenposten,default_tab,0,22,1041636364
2016,3,22,designing social research,designing social research,default_tab,2,21,1275613636
2016,3,22,health insurance denmark,health insurance denmark,default_tab,9,22,1211181818
2016,3,22,the politics of international law,the politics of international law,default_tab,6,10,8954854545
2016,3,22,social research methods,social research methods,default_tab,11,17,3619648182
2016,3,22,samfunnsvitenskapelige metoder,samfunnsvitenskapelige metoder,default_tab,3,16,2168636364
2016,3,22,biochemistry,biochemistry,default_tab,5,11,1190498045
2016,3,22,agriculture,agriculture,default_tab,0,20,271
2016,3,22,vinduet,vinduet,default_tab,3,22,2209090909
2016,3,22,vom nutzen der editionen,vom nutzen der editionen,default_tab,4,21,1586363636
2016,3,21,"""direktekrav""",direktekrav,default_tab,1,21,23
2016,3,21,raymond williams,raymond williams,default_tab,9,18,3135704762
2016,3,21,heddal,heddal,default_tab,4,10,5080952381
2016,3,21,innholdsanalyse,innholdsanalyse,default_tab,4,14,7298571429
2016,3,21,næringsklynger,næringsklynger,default_tab,0,19,1247619048
2016,3,21,steinar kvale,steinar kvale,default_tab,2,6,4104761905
2016,3,21,south china morning post,south china morning post,default_tab,6,19,5429190476
2016,3,21,tegnspråk,tegnspråk,default_tab,2,18,576
2016,3,21,utvikling av sosial kompetanse,utvikling av sosial kompetanse,default_tab,0,20,239
2016,3,20,database,database,default_tab,0,19,110007968
2016,3,20,"field, laurie",field laurie,default_tab,0,1,
2016,3,20,innvandrere norge,innvandrere norge,default_tab,12,20,175445
2016,3,20,circulation,circulation,default_tab,1,19,1778341
2016,3,20,foucault,foucault,default_tab,10,17,142928
2016,3,20,musikkanalyse,musikkanalyse,default_tab,0,8,17455
2016,3,20,132120569,132120569,alle_bibliotek,0,20,1
2016,3,20,på egne vilkår,på egne vilkår,default_tab,7,11,12925
2016,3,20,descartes,descartes,default_tab,2,16,210213
2016,3,20,kommunikasjon i relasjoner,kommunikasjon i relasjoner,default_tab,0,20,50825
2016,3,20,spesialpedagogisk rådgivning,spesialpedagogisk rådgivning,default_tab,7,17,19
2016,3,20,flerkulturell virkelighet i skole og samfunn,flerkulturell virkelighet i skole og samfunn,default_tab,3,13,401
2016,3,20,lærebok i utlendingsrett,lærebok i utlendingsrett,default_tab,6,9,3
2016,3,20,toni morrison,toni morrison,default_tab,1,17,18963
2016,3,20,viking,viking,default_tab,1,13,1222665
2016,3,19,tekstanalyse for samfunnsvitere,tekstanalyse for samfunnsvitere,default_tab,2,16,5947368421
2016,3,19,web of science,web of science,default_tab,0,17,2694779084
2016,3,19,ghana christianity,ghana christianity,default_tab,0,19,8181578947
2016,3,19,idunn,idunn,default_tab,1,13,4060526316
2016,3,19,norges lover,norges lover,default_tab,2,14,8285263158
2016,3,19,kjemi prosjekt prosess produkt,kjemi prosjekt prosess produkt,default_tab,10,19,8631578947
2016,3,19,qualitative research,qualitative research,default_tab,2,17,530884
2016,3,19,barns språk,barns språk,default_tab,4,10,433
2016,3,19,norsk pedagogisk tidsskrift,norsk pedagogisk tidsskrift,default_tab,4,14,1064842105
2016,3,19,plants in the bibel,plants in the bibel,default_tab,0,18,5052631579
2016,3,19,psychotherapy,psychotherapy,default_tab,1,19,8753463158
2016,3,19,samvær,samvær,default_tab,0,19,7763157895
2016,3,19,simone de beauvoir,simone de beauvoir,default_tab,2,17,1307263158
2016,3,19,malterud,malterud,default_tab,5,11,1723631579
2016,3,18,940222256,940222256,default_tab,0,14,1
2016,3,18,den nye moderniteten,den nye moderniteten,default_tab,2,16,6761111111
2016,3,18,arbeidsrett,arbeidsrett,default_tab,3,13,9226111111
2016,3,18,masteroppgave,masteroppgave,default_tab,2,2,1145385
2016,3,18,fast eiendoms rettsforhold,fast eiendoms rettsforhold,default_tab,9,9,7816666667
2016,3,18,industrial revolution,industrial revolution,default_tab,5,12,1106914444
2016,3,18,karius og baktus,karius og baktus,default_tab,2,13,4133333333
2016,3,18,manual of basic techniques in insect histology,manual of basic techniques in insect histology,default_tab,0,0,27
2016,3,18,goffman,goffman,default_tab,4,10,1154083333
2016,3,18,essential cell biology,essential cell biology,default_tab,6,12,7035688889
2016,3,18,peter singer,peter singer,default_tab,2,9,1392422222
2016,3,18,legathåndboken,legathåndboken,default_tab,1,13,1411111111
2016,3,18,pedagogiske profiler,pedagogiske profiler,default_tab,8,16,4933333333
2016,3,18,norsk referansegrammatikk,norsk referansegrammatikk,default_tab,1,9,6027777778
2016,3,18,spesialpedagogiske arbeidsmåter,spesialpedagogiske arbeidsmåter,default_tab,8,11,20
2016,3,18,990058867,990058867,default_tab,0,5,1
2016,3,18,tidsskrift for velferdsforskning,tidsskrift for velferdsforskning,default_tab,3,18,2530555556
2016,3,17,134456831,134456831,default_tab,1,4,1
2016,3,17,adopsjon sosialantropologi,adopsjon sosialantropologi,library_catalogue,1,16,24
2016,3,17,arnold weinstein,arnold weinstein,default_tab,0,0,3439941176
2016,3,17,danthine and donaldson intermediate financial theory,danthine and donaldson intermediate financial theory,default_tab,4,0,16
2016,3,17,discourse analysis,discourse analysis,default_tab,1,11,1618211875
2016,3,17,gender trouble,gender trouble,default_tab,4,8,1308870588
2016,3,17,lungesykdommer,lungesykdommer,default_tab,7,12,2320588235
2016,3,17,språkets mønstre,språkets mønstre,default_tab,5,12,7864705882
2016,3,17,innvandrere i norge,innvandrere i norge,default_tab,12,17,985
2016,3,17,the economist,the economist,default_tab,5,15,4014264706
2016,3,17,islam,islam,default_tab,2,6,1087126875
2016,3,17,jama oncology,jama oncology,default_tab,4,14,1420823529
2016,3,17,introduction to the practice of statistics,introduction to the practice of statistics,default_tab,0,13,3210411765
2016,3,17,sentrale emner i barneretten,sentrale emner i barneretten,default_tab,10,14,3
2016,3,17,"kuehl, r. o. 2000. design of experiments: statistical principals of research design and analysis(2ndedition). thompson learning (duxbury press), pacific grove, ca 666p.",kuehl r o 2000 design of experiments: statistical principals of research design and analysis2ndedition thompson learning duxbury press pacific grove ca 666p,default_tab,0,15,764705882
2016,3,17,kuner transborder,kuner transborder,default_tab,0,17,5041176471
2016,3,17,the refugee in international law,the refugee in international law,default_tab,1,15,7322058824
2016,3,17,marit werenskiold,marit werenskiold,default_tab,0,12,6482352941
2016,3,17,martha nussbaum,martha nussbaum,default_tab,3,15,1277205882
